Overgrowth,https://bulbapedia.bulbagarden.net/wiki/Overgrowth_(TCG)
Wallop,https://bulbapedia.bulbagarden.net/wiki/Wallop_(TCG)
Zap!,https://bulbapedia.bulbagarden.net/wiki/Zap!_(TCG)
Lockdown,https://bulbapedia.bulbagarden.net/wiki/LockDown_(TCG)
Bodyguard,https://bulbapedia.bulbagarden.net/wiki/BodyGuard_(TCG)
Trouble,https://bulbapedia.bulbagarden.net/wiki/Trouble_(TCG)
Grass Chopper,https://bulbapedia.bulbagarden.net/wiki/Grass_Chopper_(TCG)
